Year,-12,-11.7,-11.4,-11.1,-10.8,-10.5,-10.2,-9.9,-9.6,-9.3,-9,-8.7,-8.4,-8.1,-7.8,-7.5,-7.2,-6.9,-6.6,-6.3,-6,-5.7,-5.4,-5.1,-4.8,-4.5,-4.2,-3.9,-3.6,-3.3,-3,-2.7,-2.4,-2.1,-1.8,-1.5,-1.2,-0.9,-0.6,-0.3
1960,10,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,7,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,11,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,13,0,0,1,1,1,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,19,1,2,2,3,1,0,0,2,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,34,2,0,6,2,2,0,4,1,4,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,28,2,4,0,0,2,0,3,1,3,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1969,8,0,1,0,0,1,0,0,2,0,2,3,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,24,2,1,1,0,1,0,4,2,3,1,1,2,2,0,1,2,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1971,33,1,1,3,0,3,2,2,0,2,0,1,1,1,1,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,38,1,1,3,0,0,1,1,1,0,1,0,3,1,2,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,22,1,2,3,2,0,0,2,0,2,0,2,1,1,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,27,2,2,3,0,1,3,1,2,3,1,2,1,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1975,16,1,1,1,0,2,0,0,1,2,1,1,1,2,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,30,2,3,0,0,1,1,0,2,1,0,1,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1977,25,1,4,1,2,2,0,1,1,0,1,6,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,23,2,1,0,0,1,3,2,3,0,1,2,1,1,2,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,41,1,1,3,3,3,2,2,2,4,1,1,0,0,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1980,25,1,2,1,1,0,1,1,2,1,2,0,0,3,2,1,1,4,3,0,0,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1981,34,0,4,1,3,4,1,1,1,0,2,3,3,3,0,1,1,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,39,3,3,3,1,2,3,2,2,1,0,3,1,0,1,0,0,1,2,2,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1983,29,3,3,0,1,2,2,2,2,0,1,1,2,2,0,2,2,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,34,2,1,4,2,2,4,0,3,1,1,1,2,2,5,2,5,2,1,0,0,0,5,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
1985,44,4,5,5,4,1,2,3,5,0,4,3,2,1,3,4,1,1,5,1,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1986,48,5,4,4,4,4,2,3,2,2,4,0,2,1,0,0,3,0,1,3,0,1,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
1987,86,6,5,7,4,8,4,6,6,6,5,3,3,4,4,2,4,4,0,3,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,115,4,11,4,6,3,3,9,3,5,2,3,8,6,2,3,1,2,3,2,5,2,3,3,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1989,135,9,5,17,12,8,11,9,4,9,4,6,6,2,5,3,5,1,2,2,5,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,128,4,3,6,3,10,6,4,9,3,5,9,6,6,5,4,4,2,2,4,7,2,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,128,6,9,10,4,3,5,6,6,13,10,0,4,4,13,3,1,1,5,7,6,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1992,131,10,5,5,9,6,6,5,6,4,6,4,6,4,4,8,3,1,6,2,4,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1993,149,13,12,7,7,10,9,8,9,11,7,13,12,12,9,13,6,5,3,1,7,4,0,3,0,0,4,1,0,3,1,0,0,0,0,0,0,0,0,0
1994,141,10,5,14,16,13,10,9,11,11,7,12,14,8,8,5,6,8,8,7,4,3,7,5,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
1995,142,6,10,10,7,7,12,8,9,4,20,7,18,6,8,15,11,21,17,5,7,11,6,4,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1996,123,10,12,5,11,11,7,6,14,13,11,9,17,12,15,14,12,13,16,12,6,8,5,4,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0
1997,131,10,13,14,8,9,10,17,16,19,12,12,13,22,16,21,15,22,18,17,15,13,9,6,6,4,5,3,1,1,0,0,0,0,0,0,0,0,0,0
1998,89,8,6,12,8,9,6,13,13,11,14,10,16,18,19,19,18,18,21,8,18,15,14,11,10,7,4,4,2,3,1,1,2,0,1,0,0,0,0,0
1999,127,10,11,11,17,8,10,11,14,17,13,25,10,15,18,19,16,26,16,18,20,10,13,14,6,7,3,4,6,2,5,3,1,0,1,0,0,0,0,0
2000,119,7,10,18,8,13,12,15,14,19,12,18,19,20,20,27,29,27,22,24,25,19,18,23,16,14,10,7,14,6,3,4,2,3,0,0,1,0,0,0
2001,128,12,13,13,19,10,18,21,16,24,15,22,12,27,19,21,21,24,33,21,24,24,24,25,19,18,13,9,8,3,3,2,2,0,0,0,0,0,0,1
2002,198,13,19,15,11,15,19,17,23,20,15,26,14,17,16,32,35,27,29,27,31,21,30,27,17,19,17,9,11,5,3,3,1,1,0,0,0,0,0,0
2003,233,22,15,22,20,17,26,17,35,17,17,27,18,24,37,25,45,28,33,40,42,29,35,43,28,27,23,25,21,16,7,4,3,2,3,0,0,0,0,0
2004,249,20,12,29,16,17,24,25,18,28,27,41,36,20,27,31,33,51,34,36,29,40,37,51,33,38,29,21,12,20,12,3,2,2,2,0,0,0,0,0
2005,300,18,23,28,25,29,23,28,31,36,48,30,39,40,48,52,52,55,60,47,53,50,51,43,42,36,25,23,13,13,8,8,6,2,1,0,0,0,0,0
2006,286,22,25,30,38,33,32,37,35,44,55,38,47,47,76,55,67,45,54,45,72,54,45,47,58,41,40,36,16,16,12,9,1,5,1,1,0,0,1,0
2007,320,20,31,24,26,18,29,40,35,48,45,35,54,48,47,55,62,64,80,75,71,69,73,61,53,49,42,37,39,28,25,9,6,0,1,1,0,0,0,0
2008,379,33,26,29,31,43,33,34,41,51,44,62,48,57,63,62,59,71,77,88,70,70,77,65,65,58,53,50,39,34,14,7,4,6,3,1,1,1,0,0
2009,259,26,20,24,25,26,21,44,33,35,40,41,41,43,52,49,50,54,67,48,76,54,66,71,59,51,49,51,32,35,25,23,11,6,2,0,0,1,1,0
2010,151,15,17,16,9,19,13,7,17,16,17,14,20,11,23,24,26,20,23,21,23,24,22,21,20,22,21,15,16,10,6,1,3,2,1,0,0,0,0,0
2011,60,3,3,3,2,1,5,3,0,1,2,0,5,0,4,4,5,3,4,3,2,10,3,2,7,6,2,2,1,0,1,0,0,0,0,0,0,0,0,0
2012,39,2,1,0,0,0,0,0,1,0,0,0,5,1,5,1,2,4,3,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,32,1,0,0,2,3,2,0,2,2,3,1,1,4,2,1,2,3,0,3,1,1,4,1,1,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0
2014,27,2,2,2,2,3,1,1,1,1,9,5,1,3,4,4,6,5,5,3,3,1,3,6,4,2,3,0,1,0,0,0,0,0,2,0,0,0,0,0
